Station number,Lat,Lon,Station name,SA2_5DIG16,SA2_NAME16,STE_CODE16,STE_NAME16,2010_11_area
19052,-33.03,138.27,WIRRABARA,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19053,-33.09,138.21,WIRRABARA FOREST,41120,Jamestown,4,South Australia,84249
19062,-33.03,138.76,YONGALA,41121,Peterborough - Mount Remarkable,4,South Australia,90646
19103,-32.67,138.16,WILMINGTON (STONEHAVEN),41121,Peterborough - Mount Remarkable,4,South Australia,90646
19115,-33.02,138.62,MANNANARIE,41120,Jamestown,4,South Australia,84249
19116,-32.77,138.3,BOOLEROO WHIM (CALLUM BRAE),41121,Peterborough - Mount Remarkable,4,South Australia,90646
19118,-32.96,138.94,PETERBOROUGH (AMELIA PARK),41121,Peterborough - Mount Remarkable,4,South Australia,90646
19120,-32.85,138,MAMBRAY CREEK (BERNIE'S BLOCK),41121,Peterborough - Mount Remarkable,4,South Australia,90646
21001,-34.03,138.68,AUBURN,41117,Gilbert Valley,4,South Australia,49753
21002,-34.14,138.42,BALAKLAVA,41119,Wakefield - Barunga West,4,South Australia,175794
21003,-33.85,138.49,BLYTH,41119,Wakefield - Barunga West,4,South Australia,175794
21004,-33.56,138.76,BOOBOROWIE,41118,Goyder,4,South Australia,68097
21010,-33.75,138.56,BRINKWORTH (BUNGAREE),41117,Gilbert Valley,4,South Australia,49753
21012,-33.86,138.01,BUTE,41119,Wakefield - Barunga West,4,South Australia,175794
21013,-33.19,138.47,CALTOWIE,41120,Jamestown,4,South Australia,84249
21016,-33.35,138.21,CRYSTAL BROOK,41123,Port Pirie Region,4,South Australia,38222
21019,-33.83,138.79,FARRELL FLAT,41118,Goyder,4,South Australia,68097
21020,-33.36,138.39,GEORGETOWN,41120,Jamestown,4,South Australia,84249
21021,-33.27,138.36,GLADSTONE,41120,Jamestown,4,South Australia,84249
21022,-33.47,138.44,GULNARE,41120,Jamestown,4,South Australia,84249
21027,-33.2,138.61,JAMESTOWN,41120,Jamestown,4,South Australia,84249
21029,-33.59,138.33,KOOLUNGA,41123,Port Pirie Region,4,South Australia,38222
21031,-33.19,138.3,LAURA,41120,Jamestown,4,South Australia,84249
21033,-33.91,138.72,MINTARO,41117,Gilbert Valley,4,South Australia,49753
21034,-33.56,138.9,MOUNT BRYAN,41118,Goyder,4,South Australia,68097
21042,-33.6,137.93,PORT BROUGHTON,41119,Wakefield - Barunga West,4,South Australia,175794
21044,-34.18,138.15,PORT WAKEFIELD,41119,Wakefield - Barunga West,4,South Australia,175794
21045,-33.54,138.22,REDHILL,41123,Port Pirie Region,4,South Australia,38222
21047,-33.5,138.61,SPALDING,41120,Jamestown,4,South Australia,84249
21054,-33.96,138.64,WATERVALE,41117,Gilbert Valley,4,South Australia,49753
21055,-33.23,138.88,WHYTE YARCOWIE,41118,Goyder,4,South Australia,68097
21057,-33.57,138.45,YACKA,41120,Jamestown,4,South Australia,84249
21059,-33.69,138.64,HILLTOWN,41117,Gilbert Valley,4,South Australia,49753
21060,-33.2,138.6,JAMESTOWN PIRSA,41120,Jamestown,4,South Australia,84249
21062,-33.3,138.76,HALLETT (OLD CANOWIE),41120,Jamestown,4,South Australia,84249
21063,-34.16,138.18,PORT WAKEFIELD (PAREORA),41119,Wakefield - Barunga West,4,South Australia,175794
21072,-33.33,138.32,HUDDLESTON (WILLOW PONDS),41120,Jamestown,4,South Australia,84249
21076,-33.93,138.81,MANOORA (COOINDA),41117,Gilbert Valley,4,South Australia,49753
21077,-33.68,138.94,BURRA COMMUNITY SCHOOL,41118,Goyder,4,South Australia,68097
21102,-33.35,138.1,NUROM (RIVERSIDE FARM),41123,Port Pirie Region,4,South Australia,38222
21110,-33.79,137.71,TICKERA,41119,Wakefield - Barunga West,4,South Australia,175794
21120,-33.25,138.79,WHYTE-YARCOWIE (GUM PARK),41118,Goyder,4,South Australia,68097
21123,-33.94,138.72,MINTARO (MARTINDALE),41117,Gilbert Valley,4,South Australia,49753
21127,-33.88,138.64,SEVENHILL,41117,Gilbert Valley,4,South Australia,49753
21130,-34.1,138.63,RHYNIE,41117,Gilbert Valley,4,South Australia,49753
21131,-33.82,138.59,CLARE HIGH SCHOOL,41116,Clare,4,South Australia,4713
21133,-33.77,138.22,SNOWTOWN (RAYVILLE PARK),41119,Wakefield - Barunga West,4,South Australia,175794
21135,-33.84,138.61,CLARE (NEAGLES ROCK),41116,Clare,4,South Australia,4713
21137,-34,138.57,HOYLETON (ROCKLEIGH),41119,Wakefield - Barunga West,4,South Australia,175794
21139,-33.24,138,PORT PIRIE AERODROME AWS,41123,Port Pirie Region,4,South Australia,38222
22000,-34.42,137.92,ARDROSSAN,41127,Yorke Peninsula - North,4,South Australia,91440
22002,-34.92,137.06,CORNY POINT,41128,Yorke Peninsula - South,4,South Australia,32112
22003,-34.7,137.71,CURRAMULKA,41127,Yorke Peninsula - North,4,South Australia,91440
22008,-34.37,137.67,MAITLAND,41127,Yorke Peninsula - North,4,South Australia,91440
22009,-34.77,137.6,MINLATON,41127,Yorke Peninsula - North,4,South Australia,91440
22011,-34.07,137.59,MOONTA,41125,Moonta,4,South Australia,6102
22012,-34.04,137.9,PASKEVILLE,41124,Kadina,4,South Australia,23998
22014,-34.78,137.86,PORT VINCENT,41127,Yorke Peninsula - North,4,South Australia,91440
22015,-34.3,138,PRICE,41127,Yorke Peninsula - North,4,South Australia,91440
22017,-34.91,137.8,STANSBURY,41128,Yorke Peninsula - South,4,South Australia,32112
22018,-34.99,137.4,WAROOKA,41128,Yorke Peninsula - South,4,South Australia,32112
22020,-33.93,137.64,WALLAROO,41126,Wallaroo,4,South Australia,4598
22022,-34.14,138.01,PORT CLINTON (YARAROO),41127,Yorke Peninsula - North,4,South Australia,91440
22023,-35.02,137.6,YORKETOWN,41128,Yorke Peninsula - South,4,South Australia,32112
22031,-34.75,137.53,MINLATON AERO,41127,Yorke Peninsula - North,4,South Australia,91440
22036,-34.75,137.63,MINLATON (EVERSLEY),41127,Yorke Peninsula - North,4,South Australia,91440
22037,-34.37,137.8,PETERSVILLE,41127,Yorke Peninsula - North,4,South Australia,91440
22039,-34.3,137.71,ARTHURTON (LOWANDALE),41127,Yorke Peninsula - North,4,South Australia,91440
22046,-35.11,137.74,EDITHBURGH,41128,Yorke Peninsula - South,4,South Australia,32112
22049,-35.28,136.94,STENHOUSE BAY,41128,Yorke Peninsula - South,4,South Australia,32112
22050,-33.97,137.66,KADINA AWS,41124,Kadina,4,South Australia,23998
22054,-34.56,137.86,PINE POINT (AMELIA DOWNS),41127,Yorke Peninsula - North,4,South Australia,91440
22055,-34.65,137.73,CURRAMULKA NORTH,41127,Yorke Peninsula - North,4,South Australia,91440
22056,-34.4,137.72,MAITLAND (CARINYA),41127,Yorke Peninsula - North,4,South Australia,91440
22800,-35.78,137.77,AMERICAN RIVER,41145,Kangaroo Island,4,South Australia,4885
22809,-35.72,137.93,PENNESHAW,41145,Kangaroo Island,4,South Australia,4885
22817,-35.95,136.74,FLINDERS CHASE (ROCKY RIVER),41145,Kangaroo Island,4,South Australia,4885
22823,-35.75,136.6,CAPE BORDA,41145,Kangaroo Island,4,South Australia,4885
22835,-35.73,137.12,PARNDANA (TURKEY LANE),41145,Kangaroo Island,4,South Australia,4885
22841,-35.71,137.52,KINGSCOTE AERO,41145,Kangaroo Island,4,South Australia,4885
22843,-35.79,137.25,PARNDANA CFS AWS,41145,Kangaroo Island,4,South Australia,4885
23009,-34.44,138.51,MALLALA,41113,Mallala,4,South Australia,24702
23012,-34.27,138.55,OWEN,41119,Wakefield - Barunga West,4,South Australia,175794
23021,-34.54,138.74,ROSEWORTHY,41025,Gawler - North,4,South Australia,2741
23028,-34.6,138.52,TWO WELLS,41027,Lewiston - Two Wells,4,South Australia,1039
23076,-34.43,138.26,PORT PARHAM,41113,Mallala,4,South Australia,24702
23095,-34.36,138.68,HAMLEY BRIDGE,41119,Wakefield - Barunga West,4,South Australia,175794
23122,-34.51,138.68,ROSEWORTHY AWS,41111,Light,4,South Australia,25312
23128,-34.2,138.6,BALAKLAVA (DONALEEN),41119,Wakefield - Barunga West,4,South Australia,175794
23129,-34.46,138.56,MALLALA (DOLAGHANS CROSSING),41113,Mallala,4,South Australia,24702
23135,-34.37,138.66,HAMLEY BRIDGE,41119,Wakefield - Barunga West,4,South Australia,175794
23147,-33.93,138.68,MINTARO (MOUNT HORROCKS),41117,Gilbert Valley,4,South Australia,49753
23307,-34.34,138.92,KAPUNDA,41111,Light,4,South Australia,25312
23310,-34,138.82,MANOORA,41117,Gilbert Valley,4,South Australia,49753
23311,-34.14,138.88,MARRABEL,41117,Gilbert Valley,4,South Australia,49753
23318,-34.51,138.96,TANUNDA,41111,Light,4,South Australia,25312
23319,-34.28,138.77,TARLEE,41117,Gilbert Valley,4,South Australia,49753
23323,-34.2,138.94,TARNMA,41111,Light,4,South Australia,25312
23325,-34.46,138.81,FREELING,41111,Light,4,South Australia,25312
23343,-34.55,138.83,ROSEDALE (TURRETFIELD RESEARCH CENTRE),41111,Light,4,South Australia,25312
23348,-34.51,138.84,SHEA-OAK LOG (GREENOCK CREEK),41111,Light,4,South Australia,25312
23349,-34.09,138.8,SADDLEWORTH,41117,Gilbert Valley,4,South Australia,49753
23365,-34.23,138.7,TARLEE (HAZELTON),41117,Gilbert Valley,4,South Australia,49753
23369,-34.46,138.92,GREENOCK,41111,Light,4,South Australia,25312
23370,-34.31,138.73,STOCKPORT (CLIFTON),41117,Gilbert Valley,4,South Australia,49753
23372,-34.45,139.06,BAROSSA VALLEY (DUCKPONDS CREEK),41110,Barossa - Angaston,4,South Australia,2975
23374,-34.25,139.02,HANSBOROUGH,41111,Light,4,South Australia,25312
23714,-35.37,138.81,FINNISS,41147,Strathalbyn Region,4,South Australia,7589
23725,-34.56,139.13,KEYNETON,41164,Mannum,4,South Australia,40112
23737,-34.77,139.05,MOUNT PLEASANT,41110,Barossa - Angaston,4,South Australia,2975
23747,-35.26,138.89,STRATHALBYN,41147,Strathalbyn Region,4,South Australia,7589
23822,-35.18,139.02,HARTLEY (PINE HILL),41147,Strathalbyn Region,4,South Australia,7589
23864,-35.14,138.97,RED CREEK (BURWOOD),41147,Strathalbyn Region,4,South Australia,7589
23878,-34.73,138.93,MOUNT CRAWFORD AWS,41110,Barossa - Angaston,4,South Australia,2975
23881,-34.77,139.01,CROMER ROAD,41110,Barossa - Angaston,4,South Australia,2975
23902,-34.64,139.02,EDEN VALLEY (MT ADAM),41110,Barossa - Angaston,4,South Australia,2975
24001,-34.26,140.47,BARMERA,41159,Barmera,4,South Australia,2639
24003,-34.17,140.75,RENMARK IRRIGATION,41168,Renmark Region,4,South Australia,26966
24008,-34.26,140.65,LYRUP,41168,Renmark Region,4,South Australia,26966
24010,-34.29,140.36,MOOROOK,41163,Loxton Region,4,South Australia,155761
24012,-34.15,140.33,OVERLAND CORNER,41159,Barmera,4,South Australia,2639
24024,-34.44,140.6,LOXTON RESEARCH CENTRE,41163,Loxton Region,4,South Australia,155761
24048,-34.2,140.68,RENMARK AERO,41168,Renmark Region,4,South Australia,26966
24501,-34.1,139.16,AUSTRALIA PLAINS,41118,Goyder,4,South Australia,68097
24504,-34.12,139.36,BOWER,41170,Waikerie,4,South Australia,72667
24508,-35.13,139.04,CALLINGTON,41166,Murray Bridge Region,4,South Australia,11831
24511,-34.18,139.08,EUDUNDA,41118,Goyder,4,South Australia,68097
24515,-35.3,139.03,LANGHORNE CREEK,41147,Strathalbyn Region,4,South Australia,7589
24517,-34.91,139.3,MANNUM COUNCIL DEPOT,41164,Mannum,4,South Australia,40112
24518,-35.69,139.34,MENINGIE,41169,The Coorong,4,South Australia,42437
24519,-35.41,138.97,MILANG,41147,Strathalbyn Region,4,South Australia,7589
24521,-35.12,139.26,MURRAY BRIDGE COMPARISON,41166,Murray Bridge Region,4,South Australia,11831
24525,-34.85,139.16,PALMER,41164,Mannum,4,South Australia,40112
24526,-34.08,139.05,POINT PASS,41118,Goyder,4,South Australia,68097
24528,-33.99,139.08,ROBERTSTOWN,41118,Goyder,4,South Australia,68097
24530,-34.46,139.36,SEDAN (SANDLETON),41170,Waikerie,4,South Australia,72667
24531,-34.57,139.3,SEDAN,41164,Mannum,4,South Australia,40112
24534,-34.16,139.23,SUTHERLANDS,41118,Goyder,4,South Australia,68097
24535,-34.57,139.6,SWAN REACH,41164,Mannum,4,South Australia,40112
24536,-35.25,139.45,TAILEM BEND,41169,The Coorong,4,South Australia,42437
24547,-34.68,139.65,NILDOTTIE,41164,Mannum,4,South Australia,40112
24550,-35.49,138.99,MILANG (POINT STURT),41147,Strathalbyn Region,4,South Australia,7589
24554,-35.2,139.59,TAILEM BEND (RIVER DOWNS (NATURI)),41169,The Coorong,4,South Australia,42437
24564,-34.35,139.62,BLANCHETOWN LOCK 1,41170,Waikerie,4,South Australia,72667
24571,-34.71,139.58,NILDOTTIE (KROEHNS),41164,Mannum,4,South Australia,40112
24572,-35.28,139.2,WELLINGTON (BRINKLEY SOUTH),41166,Murray Bridge Region,4,South Australia,11831
24573,-34.41,139.13,TRURO,41170,Waikerie,4,South Australia,72667
24575,-34.54,139.19,KEYNETON (SEDAN HILL),41164,Mannum,4,South Australia,40112
24576,-35.35,138.98,MILANG (NAVARINO),41147,Strathalbyn Region,4,South Australia,7589
24577,-35.73,139.27,MENINGIE (EGRETTA),41169,The Coorong,4,South Australia,42437
24578,-34.06,139.66,MORGAN (BRENDA PARK STATION),41170,Waikerie,4,South Australia,72667
24580,-35.28,138.89,STRATHALBYN RACECOURSE,41147,Strathalbyn Region,4,South Australia,7589
24584,-35.07,139.23,MURRAY BRIDGE (PALLAMANA AERODROME),41166,Murray Bridge Region,4,South Australia,11831
24585,-34.51,139.53,SWAN REACH (PONDEROSA),41164,Mannum,4,South Australia,40112
24586,-34.13,139.42,MOUNT MARY,41170,Waikerie,4,South Australia,72667
24589,-35.13,139.11,MONARTO SOUTH (MONARTO SECTION 307),41166,Murray Bridge Region,4,South Australia,11831
24590,-34.8,139.05,MOUNT PLEASANT WTP,41110,Barossa - Angaston,4,South Australia,2975
25002,-34.83,139.67,PURNONG (CLAYPANS),41164,Mannum,4,South Australia,40112
25006,-35.09,139.9,KAROONDA,41161,Karoonda - Lameroo,4,South Australia,139179
25010,-34.81,140.22,MINDARIE,41161,Karoonda - Lameroo,4,South Australia,139179
25014,-34.72,140.74,PARUNA,41163,Loxton Region,4,South Australia,155761
25039,-35.05,139.98,LOWALDIE,41161,Karoonda - Lameroo,4,South Australia,139179
25042,-35.24,139.83,SHERLOCK (WARRANA),41169,The Coorong,4,South Australia,42437
25048,-34.73,140.86,MERIBAH (MERALLEN),41163,Loxton Region,4,South Australia,155761
25050,-34.63,140.24,CALIPH,41163,Loxton Region,4,South Australia,155761
25051,-34.59,140.08,MANTUNG,41161,Karoonda - Lameroo,4,South Australia,139179
25057,-34.8,139.89,COPEVILLE (FILSELL FLAT),41161,Karoonda - Lameroo,4,South Australia,139179
25058,-35,140.17,SANDALWOOD (280 GOWLING ROAD),41161,Karoonda - Lameroo,4,South Australia,139179
25502,-35.38,139.56,COOKE PLAINS,41169,The Coorong,4,South Australia,42437
25503,-35.47,139.7,COOMANDOOK,41169,The Coorong,4,South Australia,42437
25504,-35.7,139.86,COONALPYN,41169,The Coorong,4,South Australia,42437
25506,-35.38,140.16,GERANIUM,41161,Karoonda - Lameroo,4,South Australia,139179
25507,-36.1,140.36,KEITH,41157,Tatiara,4,South Australia,32984
25512,-35.38,140.25,PARRAKIE,41161,Karoonda - Lameroo,4,South Australia,139179
25513,-35.36,139.95,PEAKE,41169,The Coorong,4,South Australia,42437
25514,-35.88,140.06,TINTINARA,41169,The Coorong,4,South Australia,42437
25519,-36.37,140.91,WOLSELEY,41157,Tatiara,4,South Australia,32984
25557,-36.11,140.33,KEITH (MUNKORA),41157,Tatiara,4,South Australia,32984
25560,-36.31,140.74,BORDERTOWN (INDUSTRIAL ESTATE),41157,Tatiara,4,South Australia,32984
25561,-36.4,140.84,WOLSELEY (HONITON),41157,Tatiara,4,South Australia,32984
25562,-35.38,140.54,LAMEROO (AUSTIN PLAINS),41161,Karoonda - Lameroo,4,South Australia,139179
26007,-36.71,140.96,FRANCES,41155,Naracoorte Region,4,South Australia,9290
26009,-37.57,140.7,KALANGADOO,41156,Penola,4,South Australia,2949
26016,-36.97,140.37,LUCINDALE POST OFFICE,41155,Naracoorte Region,4,South Australia,9290
26018,-37.59,140.34,MILLICENT,41152,Millicent,4,South Australia,2322
26025,-37.38,140.84,PENOLA POST OFFICE,41156,Penola,4,South Australia,2949
26062,-36.92,140.58,NARACOORTE (BETTWS-Y-COED),41155,Naracoorte Region,4,South Australia,9290
26069,-36.81,140.39,LUCINDALE (GREENVALE),41155,Naracoorte Region,4,South Australia,9290
26091,-37.29,140.83,COONAWARRA,41156,Penola,4,South Australia,2949
26098,-37.54,140.81,NANGWARRY FORESTRY SA DEPOT,41156,Penola,4,South Australia,2949
26099,-36.98,140.73,NARACOORTE AERODROME,41155,Naracoorte Region,4,South Australia,9290
26100,-36.65,140.52,PADTHAWAY SOUTH,41157,Tatiara,4,South Australia,32984
26103,-37.13,140.73,BOOL LAGOON (LOCKSLEY FARM),41155,Naracoorte Region,4,South Australia,9290
26107,-36.44,140.34,WILLALOOKA (NIOKA),41157,Tatiara,4,South Australia,32984
26109,-37.38,139.95,LAKE GEORGE (MAHARISHI VEDIC COLLEGE),41158,Wattle Range,4,South Australia,1617
26113,-37.54,140.63,KALANGADOO (MIRNAT),41156,Penola,4,South Australia,2949
33054,-21.69,148.69,NEBO,31338,Broadsound - Nebo,3,Queensland,4148
33095,-21.8,149.36,ORKABIE WEST HILL,31338,Broadsound - Nebo,3,Queensland,4148
33170,-22.36,149.37,MYSTERY PARK,31338,Broadsound - Nebo,3,Queensland,4148
33188,-22.03,149.49,BELGAMBA,31338,Broadsound - Nebo,3,Queensland,4148
33210,-22.35,149.52,ST LAWRENCE,31338,Broadsound - Nebo,3,Queensland,4148
33318,-21.81,148.69,DILKERA,31338,Broadsound - Nebo,3,Queensland,4148
34016,-22.46,148.68,CARFAX,31338,Broadsound - Nebo,3,Queensland,4148
34047,-22.53,149.1,BARMOUNT,31338,Broadsound - Nebo,3,Queensland,4148
35001,-23.55,147.75,ANAKIE RICHARDSON ST,31191,Central Highlands - West,3,Queensland,78752
35003,-23.88,148.96,ARDURAD,31190,Central Highlands - East,3,Queensland,18480
35007,-24.57,149.29,BAUHINIA DOWNS STORE,31190,Central Highlands - East,3,Queensland,18480
35014,-26.12,149.96,WANDOAN POST OFFICE,31175,Miles - Wandoan,3,Queensland,61690
35015,-25.4,149.1,THE SANDSTONE,31528,Banana,3,Queensland,21175
35016,-23.09,148.02,CAPELLA POST OFFICE,31191,Central Highlands - West,3,Queensland,78752
35019,-22.83,147.64,CLERMONT POST OFFICE,31339,Clermont,3,Queensland,47276
35021,-23.6,148.55,COMET POST OFFICE,31191,Central Highlands - West,3,Queensland,78752
35026,-23.71,149.67,DUARINGA POST OFFICE,31190,Central Highlands - East,3,Queensland,18480
35039,-26.36,150.05,GILIGULGUL TM,31175,Miles - Wandoan,3,Queensland,61690
35040,-25.58,148.48,WESTGROVE TM,31177,Roma Region,3,Queensland,104985
35063,-24.21,148.74,SOMERBY,31191,Central Highlands - West,3,Queensland,78752
35064,-24.45,147.9,SPRING CREEK STATION,31191,Central Highlands - West,3,Queensland,78752
35065,-24.12,148.09,SPRINGSURE COMET ST,31191,Central Highlands - West,3,Queensland,78752
35068,-25.61,148.94,WADDY BRAE TM,31177,Roma Region,3,Queensland,104985
35070,-25.64,149.8,TAROOM POST OFFICE,31528,Banana,3,Queensland,21175
35077,-24.92,148.6,WARRINILLA,31191,Central Highlands - West,3,Queensland,78752
35081,-26.29,149.83,WOLEEBEE NEVASA,31175,Miles - Wandoan,3,Queensland,61690
35088,-24.33,147.94,BIRRABAN,31191,Central Highlands - West,3,Queensland,78752
35090,-24.96,148.37,REWAN STATION,31191,Central Highlands - West,3,Queensland,78752
35093,-25.02,147.95,MT MOFFATT NATIONAL PARK,31177,Roma Region,3,Queensland,104985
35094,-22.48,147.52,WINVIC,31339,Clermont,3,Queensland,47276
35109,-22.82,148.49,BOOROONDARRA,31338,Broadsound - Nebo,3,Queensland,4148
35117,-25.39,149.78,LA PALMA,31528,Banana,3,Queensland,21175
35121,-22.96,147.8,VALENCIA,31191,Central Highlands - West,3,Queensland,78752
35124,-22.78,147.62,CLERMONT AIRPORT,31339,Clermont,3,Queensland,47276
35129,-24.46,148.63,ROLLESTON AIRPORT,31191,Central Highlands - West,3,Queensland,78752
35131,-23.13,148.53,TALAGAI,31191,Central Highlands - West,3,Queensland,78752
35132,-23.43,148.93,NEW CALEDONIA,31190,Central Highlands - East,3,Queensland,18480
35134,-23.6,148.81,BLACKWATER AIRPORT,31190,Central Highlands - East,3,Queensland,18480
35135,-25.71,149.41,HORNET BANK HOMESTEAD,31528,Banana,3,Queensland,21175
35146,-23.55,148.24,EMERALD RADAR AL,31191,Central Highlands - West,3,Queensland,78752
35172,-23.45,149.26,MELMOTH,31190,Central Highlands - East,3,Queensland,18480
35174,-24.47,149.27,YANTUMARA,31190,Central Highlands - East,3,Queensland,18480
35182,-25.68,149.63,KINNOUL,31528,Banana,3,Queensland,21175
35185,-23.12,148.04,CAPELLA (ROWE'S HILL) ALERT,31191,Central Highlands - West,3,Queensland,78752
35186,-23.77,149.12,BLACKDOWN TABLELAND AL,31190,Central Highlands - East,3,Queensland,18480
35187,-23.19,147.89,VALERIA ALERT,31191,Central Highlands - West,3,Queensland,78752
35194,-24.96,148.53,WYSEBY,31191,Central Highlands - West,3,Queensland,78752
35205,-24.02,147.92,WOORARRA,31191,Central Highlands - West,3,Queensland,78752
35207,-24.22,148.1,MOUNTAIN VIEW,31191,Central Highlands - West,3,Queensland,78752
35211,-22.62,147.66,KURRAJONG,31339,Clermont,3,Queensland,47276
35221,-23.3,148.11,LUCKNOW,31191,Central Highlands - West,3,Queensland,78752
35225,-24.29,148.11,CARDBEIGN,31191,Central Highlands - West,3,Queensland,78752
35242,-25.9,150.13,BUNGABAN TM,31175,Miles - Wandoan,3,Queensland,61690
35251,-23.88,147.76,CRAIGMORE AL,31191,Central Highlands - West,3,Queensland,78752
35271,-25.8,149.55,TARANA CROSSING,31528,Banana,3,Queensland,21175
35272,-25.77,149.77,AQUA PARK,31528,Banana,3,Queensland,21175
35274,-23.85,148.11,JUANITA,31191,Central Highlands - West,3,Queensland,78752
35276,-23.86,148.5,SPRINGSURE CREEK JUNCTION AL,31191,Central Highlands - West,3,Queensland,78752
35282,-25.64,149.79,TAROOM TM,31528,Banana,3,Queensland,21175
35293,-24.34,148.06,HEATHWOOD AL,31191,Central Highlands - West,3,Queensland,78752
35294,-23.8,147.77,KULUMUR RANGE ALERT,31191,Central Highlands - West,3,Queensland,78752
35295,-23.07,149.04,BINGEGANG WEIR HW ALERT,31190,Central Highlands - East,3,Queensland,18480
39000,-25.13,151.13,ABERCORN,31508,Monto - Eidsvold,3,Queensland,931
39036,-25.37,151.12,EIDSVOLD POST OFFICE,31508,Monto - Eidsvold,3,Queensland,931
39048,-24.15,150.29,GOOVIGEN,31528,Banana,3,Queensland,21175
39054,-24.2,150.37,JAMBIN POST OFFICE,31528,Banana,3,Queensland,21175
39057,-24.69,151.3,KALPOWAR FORESTRY,31508,Monto - Eidsvold,3,Queensland,931
39070,-25.17,151.64,MT PERRY THE PINES,31508,Monto - Eidsvold,3,Queensland,931
39089,-24.49,150.57,THANGOOL AIRPORT,31528,Banana,3,Queensland,21175
39103,-24.78,151.23,BANCROFT,31508,Monto - Eidsvold,3,Queensland,931
39104,-24.86,151.12,MONTO TOWNSHIP,31508,Monto - Eidsvold,3,Queensland,931
39106,-24.41,150.73,MOUNT KROOMBIT,31528,Banana,3,Queensland,21175
39129,-24.62,151.11,MALAKOFF,31508,Monto - Eidsvold,3,Queensland,931
39156,-23.85,150.26,DULULU POST OFFICE,31528,Banana,3,Queensland,21175
39201,-24.33,149.86,BELVEDERE,31528,Banana,3,Queensland,21175
39204,-24.95,150.68,COLODAN,31508,Monto - Eidsvold,3,Queensland,931
39205,-24.87,150.82,WINGFIELD,31508,Monto - Eidsvold,3,Queensland,931
39222,-24.66,150.96,CANIA GORGE PARK,31508,Monto - Eidsvold,3,Queensland,931
39240,-24.45,150.8,KROOMBIT,31528,Banana,3,Queensland,21175
39251,-24.73,151.43,HILLVIEW,31508,Monto - Eidsvold,3,Queensland,931
39256,-25.15,151.63,DINGLE DELL,31508,Monto - Eidsvold,3,Queensland,931
39257,-23.97,150.27,WOODBINE,31528,Banana,3,Queensland,21175
39269,-24.49,150.57,THANGOOL EVAP,31528,Banana,3,Queensland,21175
39278,-24.84,150.74,GLENHAVEN,31508,Monto - Eidsvold,3,Queensland,931
39290,-24.41,150.52,BILOELA - VALBONA,31529,Biloela,3,Queensland,1037
39319,-25.13,151.13,ABERCORN TM,31508,Monto - Eidsvold,3,Queensland,931
39321,-25.4,151.1,EIDSVOLD TM,31508,Monto - Eidsvold,3,Queensland,931
39332,-24.41,149.84,LLOYONA,31528,Banana,3,Queensland,21175
39339,-25.15,151.63,DINGLE DELL TM,31508,Monto - Eidsvold,3,Queensland,931
40060,-26.98,151.83,COOYAR POST OFFICE,31179,Crows Nest - Rosalie,3,Queensland,3896
40071,-26.38,151.19,LANARK,31506,Kingaroy Region - North,3,Queensland,4814
40138,-26.51,151.51,MOUNEFONTEIN,31506,Kingaroy Region - North,3,Queensland,4814
40170,-27.3,152.05,PECHEY FORESTRY,31179,Crows Nest - Rosalie,3,Queensland,3896
40177,-26.16,151.6,PROSTON POST OFFICE,31506,Kingaroy Region - North,3,Queensland,4814
40259,-26.89,151.9,YARRAMAN UPPER,31179,Crows Nest - Rosalie,3,Queensland,3896
40301,-27.19,151.96,GLENAVEN,31179,Crows Nest - Rosalie,3,Queensland,3896
40307,-26.97,151.71,VINCENT VALE,31179,Crows Nest - Rosalie,3,Queensland,3896
40310,-27.72,152.31,MT BERRYMAN,31280,Lockyer Valley - East,3,Queensland,1044
40385,-26.55,151.67,MINMORE,31506,Kingaroy Region - North,3,Queensland,4814
40480,-27.29,152.12,PERSEVERANCE DAM,31179,Crows Nest - Rosalie,3,Queensland,3896
40671,-26.28,151.19,KILLARA,31506,Kingaroy Region - North,3,Queensland,4814
40675,-27.91,152.39,TOWNSON,31280,Lockyer Valley - East,3,Queensland,1044
40876,-28.24,152.49,WILSONS PEAK ALERT,31185,Southern Downs - East,3,Queensland,1803
40922,-26.57,151.84,KINGAROY AIRPORT,31506,Kingaroy Region - North,3,Queensland,4814
41005,-26.93,151.45,BELL POLICE,31183,Wambo,3,Queensland,25995
41012,-26.68,150.9,FERNFLAT,31172,Chinchilla,3,Queensland,10124
41014,-28.35,151.63,CARBEAN,31174,Inglewood - Waggamba,3,Queensland,136496
41016,-27.53,151.2,CECIL PLAINS HOMESTEAD,31181,Millmerran,3,Queensland,14199
41017,-26.74,150.6,CHINCHILLA WATER TREATMENT PLANT,31172,Chinchilla,3,Queensland,10124
41020,-26.7,150.76,SEVEN OAKS TM,31172,Chinchilla,3,Queensland,10124
41022,-28.5,151.97,DALVEEN,31186,Southern Downs - West,3,Queensland,2710
41024,-27.21,151.85,DOCTORS CREEK,31179,Crows Nest - Rosalie,3,Queensland,3896
41025,-27.58,151.08,DUNMORE STATE FOREST,31181,Millmerran,3,Queensland,14199
41040,-27.79,151.91,GREENMOUNT POST OFFICE,31184,Clifton - Greenmount,3,Queensland,7899
41050,-26.78,151.11,JANDOWAE POST OFFICE,31183,Wambo,3,Queensland,25995
41052,-26.69,151.1,JINGI JINGI,31183,Wambo,3,Queensland,25995
